mean StORF size(normalised),mean overlap size(normalised),unfiltered StORFs,filtered StORFs,total unfiltered HSS,total filtered HSS,total HSS lost,HSS_1 unfiltered,HSS_1 filtered,HSS_1 lost,HSS_2 unfiltered,HSS_2 filtered,HSS_2 lost
0.013669858520840798,0.017987909580813734,23765,9234,193,146,47,187,141,46,6,5,1
